x-axis,1,2
second,Volt,Volt
-5.000000E-06,+24.251256235875E+00,+18.062562067062E+00
-4.995000E-06,+24.251256235875E+00,+18.052511815913E+00
-4.990000E-06,+24.256281361450E+00,+18.027386188041E+00
-4.985000E-06,+24.261306487024E+00,+18.037436439190E+00
-4.980000E-06,+24.261306487024E+00,+18.047486690339E+00
-4.975000E-06,+24.261306487024E+00,+18.037436439190E+00
-4.970000E-06,+24.256281361450E+00,+18.047486690339E+00
-4.965000E-06,+24.261306487024E+00,+18.037436439190E+00
-4.960000E-06,+24.251256235875E+00,+18.047486690339E+00
-4.955000E-06,+24.261306487024E+00,+18.082662569359E+00
-4.950000E-06,+24.261306487024E+00,+18.067587192636E+00
-4.945000E-06,+24.261306487024E+00,+18.042461564764E+00
-4.940000E-06,+24.261306487024E+00,+18.047486690339E+00
-4.935000E-06,+24.261306487024E+00,+18.037436439190E+00
-4.930000E-06,+24.261306487024E+00,+18.062562067062E+00
-4.925000E-06,+24.281406989321E+00,+18.057536941487E+00
-4.920000E-06,+24.266331612598E+00,+18.067587192636E+00
-4.915000E-06,+24.256281361450E+00,+18.037436439190E+00
-4.910000E-06,+24.271356738173E+00,+18.047486690339E+00
-4.905000E-06,+24.291457240470E+00,+18.062562067062E+00
-4.900000E-06,+24.271356738173E+00,+18.042461564764E+00
-4.895000E-06,+24.261306487024E+00,+18.042461564764E+00
-4.890000E-06,+24.266331612598E+00,+18.047486690339E+00
-4.885000E-06,+24.261306487024E+00,+18.047486690339E+00
-4.880000E-06,+24.261306487024E+00,+18.027386188041E+00
-4.875000E-06,+24.261306487024E+00,+18.042461564764E+00
-4.870000E-06,+24.261306487024E+00,+18.057536941487E+00
-4.865000E-06,+24.261306487024E+00,+18.042461564764E+00
-4.860000E-06,+24.261306487024E+00,+18.067587192636E+00
-4.855000E-06,+24.261306487024E+00,+18.032411313616E+00
-4.850000E-06,+24.261306487024E+00,+18.047486690339E+00
-4.845000E-06,+24.271356738173E+00,+18.042461564764E+00
-4.840000E-06,+24.271356738173E+00,+18.037436439190E+00
-4.835000E-06,+24.261306487024E+00,+18.077637443785E+00
-4.830000E-06,+24.266331612598E+00,+18.057536941487E+00
-4.825000E-06,+24.291457240470E+00,+18.032411313616E+00
-4.820000E-06,+24.261306487024E+00,+18.072612318210E+00
-4.815000E-06,+24.261306487024E+00,+18.057536941487E+00
-4.810000E-06,+24.261306487024E+00,+18.062562067062E+00
-4.805000E-06,+24.261306487024E+00,+18.052511815913E+00
-4.800000E-06,+24.261306487024E+00,+18.037436439190E+00
